#SeqID	Length	Prediction
NODE_823_length_1195_cov_2.33947_ID_73162	1195	Plasmid
NODE_824_length_1192_cov_2.09147_ID_73842	1192	Plasmid
NODE_825_length_1192_cov_60.5303_ID_73844	1192	Plasmid
NODE_826_length_1190_cov_1.86344_ID_73846	1190	Chromosome
NODE_827_length_1190_cov_2.10925_ID_71798	1190	Chromosome
NODE_828_length_1189_cov_1.55291_ID_72068	1189	Plasmid
NODE_829_length_1189_cov_1.83422_ID_72434	1189	Plasmid
NODE_830_length_1188_cov_2.3098_ID_73008	1188	Chromosome
NODE_831_length_1188_cov_2.16858_ID_73848	1188	Chromosome
NODE_832_length_1185_cov_2.25664_ID_72426	1185	Chromosome
NODE_833_length_1184_cov_2.6209_ID_73850	1184	Chromosome
NODE_834_length_1183_cov_1.93706_ID_73852	1183	Chromosome
NODE_835_length_1182_cov_2.67968_ID_72504	1182	Chromosome
NODE_836_length_1181_cov_2.34103_ID_73854	1181	Chromosome
NODE_837_length_1178_cov_2.42386_ID_72992	1178	Chromosome
NODE_838_length_1178_cov_2.17275_ID_71854	1178	Plasmid
NODE_839_length_1177_cov_2.22193_ID_73870	1177	Chromosome
NODE_840_length_1177_cov_2.11586_ID_73872	1177	Chromosome
NODE_841_length_1176_cov_1.88046_ID_73874	1176	Chromosome
NODE_842_length_1176_cov_2.47012_ID_73876	1176	Chromosome
NODE_843_length_1175_cov_2.27946_ID_72844	1175	Plasmid
NODE_844_length_1174_cov_2.01519_ID_73878	1174	Chromosome
NODE_845_length_1172_cov_2.01611_ID_73880	1172	Chromosome
NODE_846_length_1171_cov_1.64427_ID_73250	1171	Plasmid
NODE_847_length_1170_cov_1.6_ID_73882	1170	Chromosome
NODE_848_length_1168_cov_2.37197_ID_73884	1168	Plasmid
NODE_849_length_1167_cov_1.54766_ID_73890	1167	Chromosome
NODE_850_length_1165_cov_2.65405_ID_73896	1165	Chromosome
NODE_851_length_1165_cov_2.33694_ID_73902	1165	Plasmid
NODE_852_length_1164_cov_2.46979_ID_73912	1164	Chromosome
NODE_853_length_1163_cov_1.83574_ID_73914	1163	Chromosome
NODE_854_length_1163_cov_1.88809_ID_73916	1163	Chromosome
NODE_855_length_1162_cov_2.11653_ID_71748	1162	Chromosome
NODE_856_length_1162_cov_2.00361_ID_72830	1162	Chromosome
NODE_857_length_1161_cov_2.1528_ID_73184	1161	Chromosome
NODE_858_length_1160_cov_1.81719_ID_73922	1160	Plasmid
NODE_859_length_1159_cov_1.47826_ID_72154	1159	Chromosome
NODE_860_length_1158_cov_1.96464_ID_73924	1158	Plasmid
NODE_861_length_1158_cov_2.068_ID_73926	1158	Chromosome
NODE_862_length_1157_cov_1.82849_ID_72506	1157	Plasmid
NODE_863_length_1156_cov_1.83288_ID_73928	1156	Chromosome
NODE_864_length_1156_cov_2.11989_ID_73930	1156	Chromosome
NODE_865_length_1155_cov_1.29818_ID_73932	1155	Plasmid
NODE_866_length_1154_cov_2.00728_ID_73934	1154	Chromosome
NODE_867_length_1154_cov_2.31847_ID_72848	1154	Chromosome
NODE_868_length_1152_cov_2.77758_ID_71856	1152	Plasmid
NODE_869_length_1151_cov_1.70712_ID_73936	1151	Plasmid
NODE_870_length_1150_cov_1.52877_ID_73938	1150	Plasmid
NODE_871_length_1150_cov_2.12694_ID_72536	1150	Chromosome
NODE_872_length_1149_cov_2.06947_ID_72524	1149	Chromosome
NODE_873_length_1146_cov_2.17415_ID_73944	1146	Chromosome
NODE_874_length_1146_cov_1.98625_ID_72428	1146	Plasmid
NODE_875_length_1146_cov_2.28231_ID_73946	1146	Chromosome
NODE_876_length_1144_cov_2.04224_ID_73948	1144	Plasmid
NODE_877_length_1144_cov_2.53444_ID_72046	1144	Chromosome
NODE_878_length_1143_cov_2.51011_ID_73950	1143	Chromosome
NODE_879_length_1143_cov_1.65257_ID_73952	1143	Chromosome
NODE_880_length_1142_cov_1.76817_ID_73954	1142	Chromosome
NODE_881_length_1142_cov_2.80681_ID_73046	1142	Chromosome
NODE_882_length_1142_cov_2.82705_ID_71720	1142	Chromosome
NODE_883_length_1140_cov_2.31889_ID_72372	1140	Plasmid
NODE_884_length_1139_cov_2.07657_ID_73964	1139	Chromosome
NODE_885_length_1139_cov_2.54982_ID_73966	1139	Plasmid
NODE_886_length_1139_cov_2.15775_ID_71824	1139	Plasmid
NODE_887_length_1138_cov_2.26777_ID_73968	1138	Chromosome
NODE_888_length_1137_cov_1.47227_ID_73970	1137	Chromosome
NODE_889_length_1137_cov_2.33457_ID_73972	1137	Chromosome
NODE_890_length_1136_cov_2.42738_ID_73974	1136	Plasmid
NODE_891_length_1133_cov_1.97959_ID_73976	1133	Plasmid
NODE_892_length_1133_cov_1.95455_ID_73056	1133	Chromosome
NODE_893_length_1131_cov_1.51952_ID_72390	1131	Plasmid
NODE_894_length_1130_cov_46.7581_ID_73978	1130	Chromosome
NODE_895_length_1127_cov_1.8125_ID_73980	1127	Plasmid
NODE_896_length_1126_cov_2.17367_ID_72170	1126	Chromosome
NODE_897_length_1126_cov_2.39589_ID_73982	1126	Plasmid
NODE_898_length_1126_cov_1.45285_ID_73984	1126	Plasmid
NODE_899_length_1125_cov_2.33645_ID_73986	1125	Chromosome
NODE_900_length_1124_cov_1.81852_ID_73988	1124	Chromosome
NODE_901_length_1122_cov_1.98313_ID_73990	1122	Chromosome
NODE_902_length_1122_cov_1.76289_ID_73992	1122	Chromosome
NODE_903_length_1122_cov_2.67385_ID_73994	1122	Chromosome
NODE_904_length_1122_cov_2.28397_ID_73996	1122	Plasmid
NODE_905_length_1121_cov_2.41088_ID_72736	1121	Chromosome
NODE_906_length_1120_cov_3.04789_ID_72996	1120	Plasmid
NODE_907_length_1119_cov_1.94173_ID_73998	1119	Chromosome
NODE_908_length_1118_cov_2.09125_ID_74000	1118	Plasmid
NODE_909_length_1116_cov_2.15928_ID_74002	1116	Plasmid
NODE_910_length_1114_cov_1.63078_ID_74008	1114	Chromosome
NODE_911_length_1114_cov_1.79792_ID_74010	1114	Chromosome
NODE_912_length_1113_cov_17.3147_ID_74012	1113	Chromosome
NODE_913_length_1112_cov_1.96783_ID_71880	1112	Chromosome
NODE_914_length_1111_cov_1.67424_ID_74014	1111	Plasmid
NODE_915_length_1109_cov_1.87666_ID_72318	1109	Plasmid
NODE_916_length_1106_cov_1.84776_ID_74020	1106	Chromosome
NODE_917_length_1106_cov_2.31589_ID_74022	1106	Chromosome
NODE_918_length_1105_cov_2.96762_ID_72160	1105	Chromosome
NODE_919_length_1103_cov_1.83588_ID_74024	1103	Chromosome
NODE_920_length_1103_cov_1.9313_ID_74026	1103	Plasmid
NODE_921_length_1099_cov_2.25_ID_72814	1099	Plasmid
NODE_922_length_1098_cov_1.96261_ID_74028	1098	Plasmid
NODE_923_length_1096_cov_2.31892_ID_72538	1096	Chromosome
NODE_924_length_1095_cov_1.70385_ID_74034	1095	Chromosome
NODE_925_length_1095_cov_1.56058_ID_74036	1095	Plasmid
NODE_926_length_1093_cov_20.3882_ID_74038	1093	Plasmid
NODE_927_length_1092_cov_2.59209_ID_72652	1092	Chromosome
NODE_928_length_1090_cov_2.18068_ID_74044	1090	Chromosome
NODE_929_length_1090_cov_2.4_ID_71836	1090	Plasmid
NODE_930_length_1085_cov_2.05728_ID_73472	1085	Chromosome
NODE_931_length_1084_cov_2.41108_ID_71852	1084	Chromosome
NODE_932_length_1084_cov_2.81147_ID_72300	1084	Chromosome
NODE_933_length_1084_cov_2.33819_ID_74050	1084	Plasmid
NODE_934_length_1083_cov_2.30156_ID_74052	1083	Chromosome
NODE_935_length_1083_cov_1.81907_ID_74054	1083	Chromosome
NODE_936_length_1082_cov_1.51412_ID_74056	1082	Plasmid
NODE_937_length_1081_cov_1.71637_ID_74058	1081	Chromosome
NODE_938_length_1081_cov_1.75146_ID_74060	1081	Plasmid
NODE_939_length_1080_cov_24.0117_ID_74062	1080	Chromosome
NODE_940_length_1079_cov_1.53418_ID_74064	1079	Plasmid
NODE_941_length_1079_cov_2.60156_ID_72754	1079	Plasmid
NODE_942_length_1078_cov_1.5738_ID_74066	1078	Plasmid
NODE_943_length_1075_cov_1.93922_ID_72800	1075	Plasmid
NODE_944_length_1075_cov_1.62745_ID_73384	1075	Chromosome
NODE_945_length_1074_cov_1.73503_ID_74072	1074	Plasmid
NODE_946_length_1074_cov_24.6968_ID_74074	1074	Chromosome
NODE_947_length_1071_cov_3.11713_ID_74076	1071	Chromosome
NODE_948_length_1070_cov_2.17537_ID_74078	1070	Plasmid
NODE_949_length_1070_cov_1.90443_ID_74080	1070	Plasmid
NODE_950_length_1070_cov_1.63251_ID_71678	1070	Plasmid
NODE_951_length_1069_cov_1.92899_ID_74082	1069	Plasmid
NODE_952_length_1069_cov_1.81755_ID_74084	1069	Chromosome
NODE_953_length_1069_cov_2.02465_ID_74086	1069	Plasmid
NODE_954_length_1069_cov_2.48619_ID_74088	1069	Chromosome
NODE_955_length_1068_cov_1.98124_ID_74090	1068	Plasmid
NODE_956_length_1066_cov_2.39367_ID_74096	1066	Chromosome
NODE_957_length_1062_cov_2.11718_ID_74098	1062	Plasmid
NODE_958_length_1061_cov_2.68986_ID_74100	1061	Chromosome
NODE_959_length_1060_cov_2.17711_ID_73238	1060	Plasmid
NODE_960_length_1060_cov_2.00796_ID_73170	1060	Chromosome
NODE_961_length_1059_cov_1.84163_ID_74102	1059	Chromosome
NODE_962_length_1057_cov_1.95908_ID_74104	1057	Plasmid
NODE_963_length_1055_cov_2.036_ID_74110	1055	Chromosome
NODE_964_length_1055_cov_1.327_ID_74116	1055	Plasmid
NODE_965_length_1053_cov_1.72345_ID_74118	1053	Chromosome
NODE_966_length_1048_cov_1.8993_ID_74120	1048	Chromosome
NODE_967_length_1048_cov_1.80665_ID_74122	1048	Chromosome
NODE_968_length_1048_cov_1.96375_ID_74124	1048	Chromosome
NODE_969_length_1047_cov_2.30242_ID_74126	1047	Plasmid
NODE_970_length_1046_cov_2.05247_ID_74128	1046	Chromosome
NODE_971_length_1046_cov_2.25832_ID_74130	1046	Chromosome
NODE_972_length_1046_cov_2.87891_ID_74132	1046	Chromosome
NODE_973_length_1045_cov_1.74848_ID_74134	1045	Plasmid
NODE_974_length_1045_cov_2.28889_ID_74136	1045	Chromosome
NODE_975_length_1045_cov_1.76465_ID_74138	1045	Plasmid
NODE_976_length_1043_cov_2_ID_74144	1043	Plasmid
NODE_977_length_1042_cov_2.30193_ID_73016	1042	Plasmid
NODE_978_length_1041_cov_2.31237_ID_71650	1041	Plasmid
NODE_979_length_1041_cov_2.33469_ID_74146	1041	Plasmid
NODE_980_length_1041_cov_2.5213_ID_73036	1041	Chromosome
NODE_981_length_1041_cov_2.6785_ID_72804	1041	Chromosome
NODE_982_length_1040_cov_2.25888_ID_74148	1040	Plasmid
NODE_983_length_1038_cov_1.98067_ID_74150	1038	Chromosome
NODE_984_length_1038_cov_2.48321_ID_72288	1038	Chromosome
NODE_985_length_1038_cov_1.93591_ID_74152	1038	Plasmid
NODE_986_length_1037_cov_1.94094_ID_73328	1037	Plasmid
NODE_987_length_1037_cov_2.14664_ID_74154	1037	Plasmid
NODE_988_length_1036_cov_2.8053_ID_72982	1036	Plasmid
NODE_989_length_1036_cov_1.79205_ID_74160	1036	Chromosome
NODE_990_length_1036_cov_1.90622_ID_74162	1036	Plasmid
NODE_991_length_1035_cov_1.93061_ID_74164	1035	Chromosome
NODE_992_length_1034_cov_1.84372_ID_73122	1034	Chromosome
NODE_993_length_1032_cov_2.1085_ID_74166	1032	Chromosome
NODE_994_length_1031_cov_2.26742_ID_74168	1031	Chromosome
NODE_995_length_1031_cov_2.35246_ID_74170	1031	Chromosome
NODE_996_length_1031_cov_45.4949_ID_74172	1031	Plasmid
NODE_997_length_1029_cov_2.31417_ID_73232	1029	Chromosome
NODE_998_length_1028_cov_1.83967_ID_74174	1028	Plasmid
NODE_999_length_1028_cov_1.54471_ID_74176	1028	Plasmid
NODE_1000_length_1023_cov_1.8657_ID_73128	1023	Plasmid
NODE_1001_length_1023_cov_1.75_ID_74182	1023	Chromosome
NODE_1002_length_1023_cov_1.83574_ID_74184	1023	Chromosome
NODE_1003_length_1022_cov_1.80972_ID_74186	1022	Chromosome
NODE_1004_length_1020_cov_1.91399_ID_74188	1020	Chromosome
NODE_1005_length_1020_cov_2.26632_ID_74190	1020	Plasmid
NODE_1006_length_1019_cov_2.39627_ID_71870	1019	Plasmid
NODE_1007_length_1019_cov_2.38278_ID_71886	1019	Plasmid
NODE_1008_length_1018_cov_2.80062_ID_73142	1018	Chromosome
NODE_1009_length_1018_cov_1.91485_ID_72342	1018	Chromosome
NODE_1010_length_1018_cov_1.9595_ID_74192	1018	Plasmid
NODE_1011_length_1018_cov_2.08515_ID_72730	1018	Chromosome
NODE_1012_length_1017_cov_2.46258_ID_74194	1017	Chromosome
NODE_1013_length_1016_cov_2.37773_ID_73298	1016	Chromosome
NODE_1014_length_1013_cov_2.12944_ID_74200	1013	Chromosome
NODE_1015_length_1013_cov_2.57098_ID_74202	1013	Chromosome
NODE_1016_length_1013_cov_1.97182_ID_73464	1013	Chromosome
NODE_1017_length_1013_cov_1.94468_ID_73224	1013	Chromosome
NODE_1018_length_1013_cov_2.24843_ID_72858	1013	Chromosome
NODE_1019_length_1011_cov_1.81172_ID_72526	1011	Chromosome
NODE_1020_length_1008_cov_2.66422_ID_72942	1008	Chromosome
NODE_1021_length_1008_cov_2.15425_ID_74204	1008	Chromosome
NODE_1022_length_1007_cov_2.16387_ID_74206	1007	Chromosome
NODE_1023_length_1006_cov_1.78654_ID_74208	1006	Chromosome
NODE_1024_length_1005_cov_1.30316_ID_74210	1005	Chromosome
NODE_1025_length_1005_cov_1.88737_ID_74212	1005	Chromosome
NODE_1026_length_1004_cov_1.93045_ID_71932	1004	Chromosome
NODE_1027_length_1003_cov_2.49684_ID_74214	1003	Plasmid
NODE_1028_length_1001_cov_2.03911_ID_71776	1001	Plasmid
NODE_1029_length_999_cov_2.30085_ID_74216	999	Chromosome
NODE_1030_length_998_cov_1.85366_ID_74218	998	Plasmid
NODE_1031_length_997_cov_2.21975_ID_71572	997	Chromosome
NODE_1032_length_995_cov_2.0234_ID_72660	995	Chromosome
NODE_1033_length_994_cov_1.52183_ID_72964	994	Plasmid
NODE_1034_length_993_cov_2.42217_ID_74224	993	Plasmid
NODE_1035_length_993_cov_2.32729_ID_71608	993	Chromosome
NODE_1036_length_993_cov_2.72388_ID_74226	993	Chromosome
NODE_1037_length_992_cov_2.77801_ID_74228	992	Plasmid
NODE_1038_length_991_cov_2.97863_ID_71474	991	Chromosome
NODE_1039_length_991_cov_1.75107_ID_74230	991	Plasmid
NODE_1040_length_990_cov_2.65455_ID_74232	990	Chromosome
NODE_1041_length_989_cov_1.8576_ID_73020	989	Chromosome
NODE_1042_length_988_cov_1.96249_ID_74234	988	Plasmid
NODE_1043_length_988_cov_1.81458_ID_74236	988	Plasmid
NODE_1044_length_984_cov_2.06459_ID_71712	984	Chromosome
NODE_1045_length_984_cov_2.18084_ID_72368	984	Chromosome
NODE_1046_length_982_cov_2.56526_ID_71770	982	Plasmid
NODE_1047_length_982_cov_2.66343_ID_74238	982	Chromosome
NODE_1048_length_981_cov_1.88445_ID_74240	981	Plasmid
NODE_1049_length_978_cov_2.59805_ID_73214	978	Chromosome
NODE_1050_length_978_cov_2.09426_ID_74246	978	Chromosome
NODE_1051_length_978_cov_2.02167_ID_74248	978	Chromosome
NODE_1052_length_978_cov_1.89924_ID_73324	978	Chromosome
NODE_1053_length_978_cov_2.0585_ID_73570	978	Chromosome
NODE_1054_length_977_cov_2.39262_ID_74250	977	Plasmid
NODE_1055_length_977_cov_2.05965_ID_74252	977	Plasmid
NODE_1056_length_977_cov_1.54013_ID_74254	977	Chromosome
NODE_1057_length_977_cov_1.76356_ID_74256	977	Plasmid
NODE_1058_length_976_cov_2.00543_ID_74258	976	Plasmid
NODE_1059_length_970_cov_2.96831_ID_72468	970	Plasmid
NODE_1060_length_968_cov_1.68784_ID_74260	968	Chromosome
NODE_1061_length_968_cov_2.66156_ID_71448	968	Chromosome
NODE_1062_length_967_cov_1.76425_ID_74262	967	Plasmid
NODE_1063_length_967_cov_2.0011_ID_74264	967	Chromosome
NODE_1064_length_967_cov_2.24342_ID_74266	967	Chromosome
NODE_1065_length_966_cov_2.25906_ID_73438	966	Chromosome
NODE_1066_length_966_cov_2.12623_ID_74268	966	Plasmid
NODE_1067_length_966_cov_1.91987_ID_74270	966	Chromosome
NODE_1068_length_964_cov_2.26953_ID_71924	964	Chromosome
NODE_1069_length_964_cov_2.15182_ID_74276	964	Chromosome
NODE_1070_length_963_cov_2.59692_ID_74278	963	Plasmid
NODE_1071_length_963_cov_1.39758_ID_73354	963	Plasmid
NODE_1072_length_962_cov_2.01764_ID_74280	962	Plasmid
NODE_1073_length_961_cov_2.93929_ID_72452	961	Chromosome
NODE_1074_length_960_cov_1.42983_ID_74282	960	Plasmid
NODE_1075_length_958_cov_2.3289_ID_73636	958	Chromosome
NODE_1076_length_957_cov_2.19845_ID_74284	957	Chromosome
NODE_1077_length_955_cov_2.64_ID_74286	955	Chromosome
NODE_1078_length_950_cov_1.64358_ID_74288	950	Chromosome
NODE_1079_length_948_cov_1.67077_ID_73090	948	Chromosome
NODE_1080_length_948_cov_2.40314_ID_74302	948	Plasmid
NODE_1081_length_948_cov_1.83875_ID_74304	948	Chromosome
NODE_1082_length_947_cov_1.71413_ID_74306	947	Chromosome
NODE_1083_length_945_cov_2.36067_ID_73778	945	Chromosome
NODE_1084_length_943_cov_1.69932_ID_72466	943	Plasmid
NODE_1085_length_942_cov_2.12176_ID_74308	942	Chromosome
NODE_1086_length_941_cov_2.71332_ID_74310	941	Chromosome
NODE_1087_length_940_cov_1.76384_ID_74312	940	Plasmid
NODE_1088_length_938_cov_1.70555_ID_74314	938	Chromosome
NODE_1089_length_937_cov_2.06463_ID_74316	937	Chromosome
NODE_1090_length_937_cov_2.39909_ID_74318	937	Plasmid
NODE_1091_length_933_cov_2.15376_ID_74324	933	Chromosome
NODE_1092_length_932_cov_2.41961_ID_71454	932	Chromosome
NODE_1093_length_931_cov_1.76598_ID_74326	931	Plasmid
NODE_1094_length_931_cov_2.28881_ID_73494	931	Chromosome
NODE_1095_length_931_cov_2.2032_ID_74328	931	Chromosome
NODE_1096_length_930_cov_1.51657_ID_74334	930	Plasmid
NODE_1097_length_930_cov_2.25143_ID_73566	930	Plasmid
NODE_1098_length_930_cov_2.024_ID_73478	930	Plasmid
NODE_1099_length_928_cov_1.80985_ID_74336	928	Plasmid
NODE_1100_length_927_cov_2.01147_ID_74342	927	Plasmid
NODE_1101_length_927_cov_2.61583_ID_74344	927	Chromosome
NODE_1102_length_925_cov_2.31954_ID_74350	925	Chromosome
NODE_1103_length_924_cov_1.49482_ID_74352	924	Plasmid
NODE_1104_length_923_cov_1.88018_ID_74354	923	Chromosome
NODE_1105_length_922_cov_1.96309_ID_72654	922	Chromosome
NODE_1106_length_922_cov_2.23299_ID_73644	922	Chromosome
NODE_1107_length_921_cov_2.38337_ID_73562	921	Plasmid
NODE_1108_length_920_cov_2.01734_ID_74360	920	Plasmid
NODE_1109_length_919_cov_1.53009_ID_74362	919	Chromosome
NODE_1110_length_917_cov_1.76102_ID_74364	917	Chromosome
NODE_1111_length_917_cov_2.14385_ID_74366	917	Plasmid
NODE_1112_length_916_cov_2.13705_ID_74372	916	Chromosome
NODE_1113_length_915_cov_3.08837_ID_73334	915	Plasmid
NODE_1114_length_914_cov_1.98254_ID_72272	914	Chromosome
NODE_1115_length_913_cov_2.00583_ID_74382	913	Chromosome
NODE_1116_length_913_cov_2.05711_ID_71866	913	Chromosome
NODE_1117_length_913_cov_2.61888_ID_74384	913	Chromosome
NODE_1118_length_911_cov_1.61916_ID_74386	911	Plasmid
NODE_1119_length_910_cov_1.68655_ID_74388	910	Chromosome
NODE_1120_length_907_cov_1.34507_ID_74390	907	Plasmid
NODE_1121_length_905_cov_2.66588_ID_74396	905	Chromosome
NODE_1122_length_904_cov_1.23557_ID_74398	904	Chromosome
NODE_1123_length_901_cov_1.49054_ID_74400	901	Plasmid
NODE_1124_length_901_cov_1.74586_ID_73448	901	Chromosome
NODE_1125_length_899_cov_1.99289_ID_74402	899	Chromosome
NODE_1126_length_897_cov_2.25772_ID_74404	897	Chromosome
NODE_1127_length_897_cov_1.82423_ID_74406	897	Chromosome
NODE_1128_length_896_cov_2.17004_ID_73960	896	Chromosome
NODE_1129_length_896_cov_2.32105_ID_74408	896	Chromosome
NODE_1130_length_896_cov_2.16052_ID_74410	896	Plasmid
NODE_1131_length_895_cov_2.02024_ID_72516	895	Chromosome
NODE_1132_length_894_cov_1.63528_ID_74412	894	Chromosome
NODE_1133_length_894_cov_76.7604_ID_74414	894	Chromosome
NODE_1134_length_893_cov_1.86993_ID_74416	893	Chromosome
NODE_1135_length_892_cov_2.22342_ID_74418	892	Chromosome
NODE_1136_length_891_cov_2.8134_ID_73656	891	Plasmid
NODE_1137_length_889_cov_3.03357_ID_73612	889	Chromosome
NODE_1138_length_889_cov_1.91367_ID_72732	889	Chromosome
NODE_1139_length_888_cov_2.28331_ID_74420	888	Chromosome
NODE_1140_length_886_cov_2.36582_ID_74422	886	Chromosome
NODE_1141_length_886_cov_2.72563_ID_74424	886	Chromosome
NODE_1142_length_885_cov_1.69518_ID_74426	885	Plasmid
NODE_1143_length_884_cov_2.43546_ID_71996	884	Chromosome
NODE_1144_length_882_cov_2.03748_ID_74428	882	Chromosome
NODE_1145_length_882_cov_2.35792_ID_74430	882	Chromosome
NODE_1146_length_882_cov_1.79081_ID_72294	882	Plasmid
NODE_1147_length_881_cov_1.23971_ID_74432	881	Plasmid
NODE_1148_length_881_cov_2.53269_ID_74434	881	Plasmid
NODE_1149_length_880_cov_2.28606_ID_72492	880	Chromosome
NODE_1150_length_880_cov_2.63273_ID_74436	880	Plasmid
NODE_1151_length_880_cov_2.74788_ID_71564	880	Plasmid
NODE_1152_length_879_cov_1.67476_ID_74438	879	Chromosome
NODE_1153_length_878_cov_2.33536_ID_73254	878	Chromosome
NODE_1154_length_876_cov_1.92448_ID_73262	876	Plasmid
NODE_1155_length_876_cov_1.93301_ID_74444	876	Plasmid
NODE_1156_length_874_cov_2.05128_ID_74446	874	Plasmid
NODE_1157_length_874_cov_1.6569_ID_74448	874	Plasmid
NODE_1158_length_873_cov_1.79584_ID_72756	873	Chromosome
NODE_1159_length_873_cov_2.63692_ID_71616	873	Chromosome
NODE_1160_length_871_cov_1.69118_ID_73488	871	Chromosome
NODE_1161_length_871_cov_1.61642_ID_71558	871	Chromosome
NODE_1162_length_870_cov_1.45276_ID_72132	870	Plasmid
NODE_1163_length_868_cov_2.38868_ID_71918	868	Plasmid
NODE_1164_length_868_cov_2.08979_ID_74450	868	Chromosome
NODE_1165_length_867_cov_40.5677_ID_74452	867	Plasmid
NODE_1166_length_866_cov_5.38718_ID_74454	866	Plasmid
NODE_1167_length_865_cov_2.20494_ID_74456	865	Plasmid
NODE_1168_length_865_cov_2.50247_ID_74458	865	Plasmid
NODE_1169_length_864_cov_2.04079_ID_74460	864	Chromosome
NODE_1170_length_863_cov_2.3651_ID_74462	863	Plasmid
NODE_1171_length_862_cov_1.45477_ID_74464	862	Chromosome
NODE_1172_length_862_cov_2.08922_ID_74466	862	Plasmid
NODE_1173_length_861_cov_2.14268_ID_71696	861	Chromosome
NODE_1174_length_860_cov_2.61863_ID_73834	860	Plasmid
NODE_1175_length_860_cov_2.10186_ID_74468	860	Plasmid
NODE_1176_length_858_cov_2.05355_ID_74470	858	Plasmid
NODE_1177_length_857_cov_2.24564_ID_72588	857	Plasmid
NODE_1178_length_856_cov_2.52185_ID_74476	856	Chromosome
NODE_1179_length_854_cov_2.0801_ID_74478	854	Chromosome
NODE_1180_length_854_cov_2.27785_ID_74480	854	Chromosome
NODE_1181_length_854_cov_2.08761_ID_74482	854	Plasmid
NODE_1182_length_852_cov_1.71016_ID_74484	852	Chromosome
NODE_1183_length_852_cov_2.66123_ID_73630	852	Chromosome
NODE_1184_length_851_cov_2.06407_ID_74486	851	Plasmid
NODE_1185_length_851_cov_2.0892_ID_74488	851	Chromosome
NODE_1186_length_850_cov_1.73208_ID_74490	850	Plasmid
NODE_1187_length_850_cov_1.55975_ID_74492	850	Chromosome
NODE_1188_length_849_cov_1.72292_ID_74494	849	Plasmid
NODE_1189_length_849_cov_2.06549_ID_74496	849	Chromosome
NODE_1190_length_849_cov_1.77834_ID_74498	849	Plasmid
NODE_1191_length_848_cov_1.6797_ID_74500	848	Plasmid
NODE_1192_length_848_cov_1.78941_ID_73696	848	Chromosome
NODE_1193_length_848_cov_2.33796_ID_72398	848	Chromosome
NODE_1194_length_848_cov_2.0744_ID_72812	848	Chromosome
NODE_1195_length_846_cov_1.65613_ID_74502	846	Chromosome
NODE_1196_length_845_cov_2.24051_ID_73708	845	Chromosome
NODE_1197_length_844_cov_2.05957_ID_74504	844	Chromosome
NODE_1198_length_842_cov_1.80305_ID_72544	842	Chromosome
NODE_1199_length_842_cov_2.33418_ID_72742	842	Plasmid
NODE_1200_length_841_cov_2.33206_ID_74510	841	Plasmid
NODE_1201_length_841_cov_1.49618_ID_74512	841	Plasmid
NODE_1202_length_841_cov_1.75954_ID_74514	841	Chromosome
NODE_1203_length_840_cov_2.81401_ID_74516	840	Chromosome
NODE_1204_length_840_cov_2.32102_ID_74518	840	Plasmid
NODE_1205_length_840_cov_2.60892_ID_74520	840	Chromosome
NODE_1206_length_839_cov_29.9401_ID_74522	839	Chromosome
NODE_1207_length_837_cov_3.05243_ID_74524	837	Chromosome
NODE_1208_length_837_cov_2.10997_ID_73720	837	Chromosome
NODE_1209_length_836_cov_2.80922_ID_71612	836	Chromosome
NODE_1210_length_835_cov_1.68462_ID_74526	835	Plasmid
NODE_1211_length_834_cov_1.68806_ID_74528	834	Chromosome
NODE_1212_length_834_cov_2.12709_ID_72806	834	Chromosome
NODE_1213_length_834_cov_2.50449_ID_72856	834	Chromosome
NODE_1214_length_832_cov_1.82497_ID_74530	832	Chromosome
NODE_1215_length_830_cov_1.8671_ID_74532	830	Chromosome
NODE_1216_length_830_cov_2.12_ID_74534	830	Plasmid
NODE_1217_length_829_cov_2.30103_ID_74536	829	Chromosome
NODE_1218_length_828_cov_2.00776_ID_72678	828	Chromosome
NODE_1219_length_827_cov_2.26166_ID_74538	827	Chromosome
NODE_1220_length_826_cov_1.93515_ID_72798	826	Chromosome
NODE_1221_length_824_cov_51.026_ID_74540	824	Plasmid
NODE_1222_length_823_cov_1.6849_ID_73414	823	Chromosome
NODE_1223_length_822_cov_1.79922_ID_74542	822	Chromosome
NODE_1224_length_822_cov_2.70143_ID_74544	822	Chromosome
NODE_1225_length_822_cov_1.87223_ID_73454	822	Plasmid
NODE_1226_length_822_cov_2.15906_ID_74546	822	Plasmid
NODE_1227_length_822_cov_2.9661_ID_71620	822	Chromosome
NODE_1228_length_821_cov_1.46736_ID_74548	821	Plasmid
NODE_1229_length_821_cov_1.99608_ID_73154	821	Plasmid
NODE_1230_length_820_cov_2.50588_ID_74550	820	Plasmid
NODE_1231_length_818_cov_1.90301_ID_74556	818	Plasmid
NODE_1232_length_816_cov_3.55453_ID_74562	816	Chromosome
NODE_1233_length_815_cov_2.175_ID_73136	815	Plasmid
NODE_1234_length_814_cov_2.27009_ID_72540	814	Chromosome
NODE_1235_length_814_cov_1.43215_ID_74568	814	Plasmid
NODE_1236_length_812_cov_2.3646_ID_74570	812	Chromosome
NODE_1237_length_812_cov_2.38309_ID_74572	812	Chromosome
NODE_1238_length_812_cov_2.3646_ID_72618	812	Plasmid
NODE_1239_length_811_cov_1.87831_ID_74574	811	Chromosome
